id,rainfall
2874,0.5
2875,0.5
2876,0.5
2877,0.5
2878,0.5
2879,0.5
2880,0.5
2881,0.5
2882,0.5
2883,0.5
2884,0.5
2885,0.5
2886,0.5
2887,0.5
2888,0.5
2889,0.5
2890,0.5
2891,0.5
2892,0.5
2893,0.5
2894,0.5
2895,0.5
2896,0.5
2897,0.5
2898,0.5
2899,0.5
2900,0.5
2901,0.5
2902,0.5
2903,0.5
2904,0.5
2905,0.5
2906,0.5
2907,0.5
2908,0.5
2909,0.5
2910,0.5
2911,0.5
2912,0.5
2913,0.5
2914,0.5
2915,0.5
2916,0.5
2917,0.5
2918,0.5
2919,0.5
